label,review
0,"味道不错,就是太慢了,真的很慢"
0,送来后有一个汉堡袋子破了，酱汁洒出一部分，下次要注意
0,海带炖肉里都是肥肉
0,不只是不好吃，是不会炒菜！虾酱整块整块出现在鸡蛋中间都没炒开，咸死！虎皮椒整块糊，酸汤肥牛味道也很糟糕。这家店特别不推荐。
0,送货速度快，服务不错。就是饭比较难吃
0,简直太烂了，凉皮连调料都没给，让人怎么吃？
1,"送餐很快,态度也很好,谢谢"
0,订单不显示进展，一单追了两个小时。店里大姐态度极差
0,我让多加汁也没加，怎么吃啊？干了吧唧的
0,披萨不是太好吃
1,味道很好，离得不算近送来还是热的（茄子甚至还是烫的呢！）~马盏糕和冻糕萌萌哒~
0,送的太慢，10点40下单，12点42送到，今天再试试，看是不是还这么慢
0,送餐送了俩小时，饿晕了都，盖饭太难吃了
1,"外卖速度快,饭菜依然好吃,点赞"
0,少送一个煎饼，客服电话打半天没人接，送餐的说开发票的不在回去给送回来，回去就不回来了，这么贵的煎饼这样烂的服务，好吗？？
0,烤肠都没送！
0,餐到的时候有点冷了，其他方面还可以
0,送餐速度太慢，俩小时，不能忍了
0,下午拉肚子了
0,"真他妈恶心，送的粥跟猪吃的一样，5元的王老吉就是袋装的，超市1.5元的那个，还卖,你妈5块，送餐跟死了娘一样，半天才来"
1,好极了，超值！！
0,并不是太好吃
1,四个人吃得很饱，要是能选择尺寸就更好了
1,百度骑士很快，菜品也不错，应该是有所升级
0,一直都很好，送餐师傅也很好。
0,"送的太慢了,下次不点了"
0,"这是我吃过最差的一次外卖,1.外卖盒上裹着厚厚的一层凝固脏油,2.备注单上特意写着两个卤蛋不要送差，结果还是只送了一个,3.卤蛋上还有鸡蛋壳在上面,脏乱差"
1,几乎天天都喝
0,"饼明显比之前的小太多,虾饺也不好吃了"
0,送餐的只送到楼下，不送上楼，下次不订了。
0,小黄鱼都胡焦了了不好吃了
0,这个时候我等得睡着了，做了个梦：餐到了
0,四点半下的订单，差不多7点才送到，这速度，真心无语了，以前总订，都不带这么慢的。
1,"第一次吃到这么精致的卷饼,锡纸卷!"
0,十块钱就两个锁骨，好贵！送来的订单也不是我们的单子，就这么迷迷糊糊的怎么做生意的？
1,神速的百度骑士，超级好超级好超级好
0,"送错了,打电话要求补送也不送"
0,味道还可以，就是这送餐时间2个多小时才到，也是醉了！
0,真烂，送的还晚
1,味道不错啊！
0,"今日的米饭,半生不熟，差评"
0,"味道还可以,大酱汤汤多料少,土豆比较多水果沙拉还不错"
1,"不错,略干"
1,包装很精细，送货很快，送货员态度超好的
1,我要的是肘子的结果送来的是鸡肉的。。不过都挺好吃的，希望店家下次注意。
1,很用心！纯素蔬菜卷都是洋葱味。南瓜粥不错。下次我要选个别的卷
1,希望辣白菜改善口味。
0,等了两个小时，一切差评！！！！！！！！！
0,菜汤全洒了！
0,没有人送餐啊？
0,真心太慢了～～～～
0,十点订餐。。。十二点十五到。。。我终于知道你们为什么吃的很香的。。。都你妹饿的
0,"9点40预定,12点半到,打电话下楼了,说送错地方了！！！能不能再坑一点,服务差到极点了"
0,太慢了，路程距离应该只需要5分钟就能到，但是用了这么久，饭菜都凉了
0,咖啡全洒了，袋子都坏了
0,"少给一碗饭、,送来救没有！牛肉面没有汤。全部洒了！,这家店、这个配送。都很恶心"
0,我也是服了，最近点一品三笑跟和合谷各种缺东西。算上这次已经少我四包千岛酱了，四包！！干吃蔬菜你叫我怎么吃！还有和合谷千万不要点汤不要点汤不要点汤！！！因为会给你个干汤包让你自个儿冲！(#‵′)靠～关东煮是什么鬼？难吃不说汤还撒了一袋子，建议只点饭就好了，总不会忘记放菜吧！
0,送餐送的真他妈慢
0,"挺搞笑啊,等了一个半钟头终于打电话通知我去取餐,然后送餐的竟然说等了我半个钟头了,下次这样我就拒收了"
1,味道不错，送餐快
1,都非常好，就是派送费有点贵！
1,超快送餐！
0,鸡腿真的不如全素套餐好吃，不是想象的那种炸鸡腿，感觉山寨，强烈希望20元套餐回来！！
1,非常好吃，而且速度特别快
1,量大，味道也不错，性价比超高。
0,"如果不是减8元的活动不值得买了。17的定价你们对得起么,味道还行。12元比较合适，14，5元要加饮料了。"
1,包装很精致
1,米饭好丰满，吃不了，超实惠
0,这菜咸的啊。干死一卖盐的。
0,排骨汤就一块排骨
0,鱼香肉丝不好吃
0,送餐很晚，订的是11点送，快12半才到，主要是送餐人员11点才上班，哎没办法，有点咸，不太好吃
0,"显示的黑椒鸡腿，实际是,翅根,！！！"
0,"备注不要辣的,还是有点辣."
1,很好吃的煎饼
0,袋子里洒了一堆汤汁。。。说11点半以后送到，结果11点10分都不到就送来了，问原因，说是这边送得多，顺手就送来了，要是这样干嘛还要写送达时间？有意义么？
1,"我只能说这么冷的天,送的很快，店里人直接送的,太温暖了,很好吃,老板人不错"
1,价格实惠，味道不错。
1,很棒。。很快。。很好吃
0,"什么啊，全是韭菜，还不熟,，胃里难受了半天"
0,"百度外卖送楼门口各种推辞不想上来。说了不要太辣其实做的很辣,虽然是辣子鸡丁其实也可以微辣。鸡肉味道不太对。希望不会拉肚子。一"
1,还不错哦~推荐！
0,"实在味道太差了,太不值得了"
0,菜送到都凉了
1,味道很不错，送来还是热的
1,好极了好极了好极了。
0,少给了一根烤肠要的两根只给了一根
0,实在太久了。1小时40分。全都凉了。
0,海藻跟没洗似的，咸的要死，除了咸没有任何味道，担担面也咸的要死，还是坨的，根本没法吃，全扔了！
1,鸡肉卷肉很多呀，味道不错
1,不错，就是橙汁都不好喝
0,太咸了。。。
0,两公里送了俩小时
1,还可以！非得写十个字吗？操蛋
1,东西不错，就是送的太慢
1,每天都在吃，就是外卖小哥有点慢，老板能不能让你们外卖小哥把速度提升一点呢？
0,米饭太少，还4元一份，不是我能吃，实在不像样
1,味道一般为什么没有酱……
0,"难吃死了,特别难吃"
0,一个多小时做不好三煎饼，做什么外卖，这不是坑人嘛
0,太恶心难吃了，明明是馅饼，说是什么西餐
1,中份太少了!大份又贵的太多了!不过味道不错!
0,菜是凉的。11点10分下单，13点才送到。
1,不错不错不错
1,好，便宜，快
1,年糕好辣，不是微辣，果汁是苹果汁，送过来的没有石榴汁，好像快过期了，沙拉怎么好多水
1,非常可口，油量刚刚好，美味佳肴
0,"味道一般,鸭翅有点酸.鸭脖太硬"
0,这石锅做的也太差了，还得自己扮拌啊，而且菜还那么少，就给两包酱汁，这叫石锅拌饭啊，米饭是凉的，只能说很失望，以后不会再来。
0,一般，凉的，而且基本上全是饼，很厚，里面的馅没多少，性价比低
0,今天定的这个纯素的口味不太好，里头放了豆瓣酱还是什么的太浓了，有点发苦。。送餐时间太长，一共用了1个半小时多。皮蛋粥还不错。
0,锅包肉忘了放肉了
0,看着还好，可是没有送筷子怎么吃？！！！
1,很好很速度
0,等的太久了，送餐时间太长，口味也极其一般，下次不会再定。
1,面和粉的味道很赞啊，分量足，牛肉肥肠也给得多，豆干好大一块啊
0,第一天迟到了20分钟第二天迟到了40分钟
1,这个价格肯定值
1,卷饼非常好吃！
0,点了一份蒜，没给，口味一般吧
0,第二次点的飘香肘子等了近俩小时，饼有点凉了不说还特别干，肘子肉做的特别老，还没有刷酱，这样子生意怎么做啊以后
0,送餐60分钟，卷饼味道一般
0,真心太咸了，太咸了，太咸了，唉
1,挺好滴，外卖师傅很可爱：）
0,"有点慢,送来都凉了,而且也不太好吃"
1,送餐小哥够速度！满意
0,和同事一起订的他们都吃完了，我都饿晕了还没给送过来。。。
0,"还凑合，第一次吃，从下单到吃到饼花了2小时。太慢。,饼有些凉了，而且酱料有点少。馅料也有点少。"
0,"便宜,送餐快,难吃"
0,味道不咋样
1,等了150分钟。哎。
1,毛血旺好吃，以后还会来
0,送外卖连零钱也没有，拿了我一百块钱去换零钱，自己买了三块钱的东西钱还得我出。服气了，以后不敢再点了
1,"运输速度快得不行,不满10个字"
0,上午订餐，两个半小时才送到
0,不错，就是送的太慢了
0,吃出了一只虫子…不会再光顾了
1,辛苦送餐的师傅。好评。
0,没有在店里吃的味道好
0,速度快，清汤的，没辣椒，简直…以后不会点了…喜欢清淡口味的朋友可以选择。
0,收到了~~~但是要的麻辣或者微辣的送来全是不辣的。。。。下次还是自己去买好一些。
1,把上次少送的给补上了，还给了小惊喜，很上心。
0,太慢了，送来都凉了，态度各种差
1,包装好，味道好，很满意。
0,没见过这么玩的，不送进学校要我出来取，我出来取了你人还没到。祝早日破产。
1,挺不错的，每个饺子一个格子放的很方便不会黏在一起
0,我明明买的其中的是那个披萨套餐，送来的却只有披萨，没有套餐里的鸡翅，买个外卖也被骗
0,东西不好吃，价格偏贵，送餐速度还可以
0,时间提前太多，到吃饭的点都凉了，希望下次改善，量有些少，再增加点就好了
0,请关注送餐时间
0,百度外卖还不错，就是店家说给增黄飞鸿却没给，呵呵。而且还是周黑鸭好吃。
0,"不错,量多。能吃饱"
1,帮女朋友订的，味道很好。
0,味道不好，很难吃，下次不点了
1,每次送餐过来都能少点什么，不是少纸巾就是没吸管。
0,量偏少，还好。
0,菜品一般般
1,味道真不错，送餐师傅辛苦了，这大雾霾天气还很快的送来了美味，谢谢
0,小坛东坡肘子好难吃，辣的，怪怪的味道
0,"太坑了，要了奶黄包,送来两份豆沙包,给客服打电话说补送一份，结果送来还是豆沙包"
0,"米饭少,筷子少"
0,11：23定的，13：21送到的，电话打了18个，不是关机就是打不通，偶尔通一次，还没人接
0,送的看起来是蒜苗炒肉
1,时间准。不错。儿子很喜欢。
1,"骑士人很好细心超快速赞一个,饭还好量大"
1,味道还不错，红烧肉更软点就更完美啦！
0,太慢。。。1个半小时才送到。
1,很不错，送餐速度加快了
1,煎饼里沙拉酱太多了，齁咸齁咸的……
0,11点不到下的单，1点多才送到
1,"系统bug，我把地址修改了，配送员收到的地址还是原来的，幸亏黄太吉送餐小哥辛苦又给送过来，赞一个！,餐很不错，豆腐脑很好吃！"
0,竟让是冰凉的，呵呵，价钱涨了，东西倒是越来越次了
0,蔬菜只有几根，差评！！！
1,粥一般，卷饼不错
0,"一个小时,已经出发了,两个小时,哦,单子弄错了,没送呢,然后刚要电话取消单子,送餐电话就到了,心想知道弄错之后这么快就到了,然后接到电话,下楼等外卖小哥,等了五分多钟才到,真是等的都不饿了,到了再打电话不行吗,让我还在楼下等那么久,炒饭还行,双皮奶一般"
0,首先送餐速度奇慢~~催了2次，再次送餐人员态度差~还有菜的质量不太好~
1,送餐非常慢！但是卷饼确实很好吃哈，包装也好！
0,"送餐太慢了,等了一个半小时"
0,定的辣牛肉汤套餐，那么冷的天·两个小时才到，汤只剩下余温了·我也饿的不行了·太慢太慢太慢了！！！！味道感觉也太不咋地了·
1,好吃，希望商家保持
1,准时，味道也好，餐盒包装好，五星好评
1,配送员师傅很快态度很好
0,店家把水煮肉改良成水煮肥肉了！太恶心了！定了三碗米饭，洒了半盒，有一盒泡在洒了的菜汤里！无语了，店家干的漂亮！加油！
1,好吃，这个评价够了吗
0,男同志有的吃不饱，女同志有的吃不了倒掉，建议调节一下，给备注多加米饭的多一些米饭。
1,他家的奶茶超级好喝。。。
0,辣五花石锅拌饭一般，韩式㳂菜汤還可以
1,配送超级快。水煮肉满满地，肉片多配菜多。干锅土豆片焦香辣味十足
0,送的速度挺快的，态度也不错。菜的质量还可以吧，蔬菜不是特别多，但是用了券价钱很合适。
0,饿晕了等了两小时
0,饭还可以，速度太慢了，5分钟的路程，足足等了1个多小时
1,水煮牛肉肉好少，粽子好小
0,两个小时之久？且不说味道，就这速度受不鸟
1,晚了半小时左右吧……不过最近这么冷还是辛苦了，估计大家都不想出门吧。超级好吃！推荐！
0,快递很不错。饭没啥味道！！太淡了！！
1,速度快，优惠大，味道佳
1,肉松的相对好吃一点
0,味道不错，太慢了，2个小时
0,从来没有订过这么慢的的餐，直线距离不到800米，非下雨天，能给我送近2个小时
1,很好～不错
0,麻将怎么没有味道，不太好吃
1,挺好的。包装很好
1,赞，这次送的特快，小哥辛苦
0,已经很少用百度外卖了，因为多数时候自营配送都很不理想，以往是动辄一个半小时送餐时间，今天好不容易比较快，但是汤汤水水洒了一屋子。之前百度还会重视售后反馈这块，后来发现也只是打个电话了解一下情况，无歉意无改进。百度外卖再这么下去还能继续多久。
1,帮同事订的，不错
0,送餐很慢，饿死了，味道很一般
0,嗯，送餐很及时！
0,"饼难吃,肉不入味,送了一个半小时,量特少"
0,根本就没收到，为什么显示已派送订货单完成？？？人呢？？
0,送餐速度比蜗牛还慢，100分钟才送到，而且要求不要放的蔬菜也往里面放，态度也不好
0,卷饼和香肠那么粗，严重忽悠人啊！~
0,送的特别慢，还不是百度外卖配送的，打电话过去问怎么看不到配送员电话，人竟然说是在排队过安检，过来了才发现原来不是百度配送的，既然不是百度配送的难道不会直接说声嘛！
0,今天送的很差…铁板煎鸡碎散，分量不足，并且菜特别少…
0,"宫保鸡丁饭,没啥鸡肉,花生一大堆。"
0,"我能说简直没有肉吗？都是鸡皮和筋，蘑菇和豆芽什么的也半生不熟-,-"
0,第一次用百度送擦的！太失望了！足足等了1个半小时！！！
1,好快。这次肘子卷饼青椒和肥肉好多，好辣
1,味道还好，可惜凉了。
0,"还行,就是凉了就不好吃了"
1,送的挺快，不过粥有点凉了。卷饼很不错。
0,经常取消订单无法配送
1,送餐小哥服务很好，大虾也很好吃
1,最爱青城家的饭菜～如今终于可以外卖啦～带娃来不及做饭时首选青城～主要是吃的放心，很干净，菜的味道有家的感觉，老板人特别好，这也是老店如此火的原因，希望能出些新的菜品哈哈！
0,"土豆不是新鲜的,牛肉质量差"
0,说了不吃辣。。。送来的还是辣的
0,早餐变午餐~味道真心一般~皮蛋粥巨大的姜味~送餐时间比预计的慢1倍~
0,宫保鸡丁太难吃了
1,吃了很多次
0,"肉太少了,放了好多黄瓜丝,啥味道也没有,不辣,不是湘菜"
1,不错挺好吃
1,送货小哥儿超级赞，萌萌哒，送货巨快！
0,订过一次不想第二次
0,这个鸡排就看不到鸡肉了，量足还行吧
0,最，最，最差劲的一次订餐
0,"一点味道都没有，简直就是白水煮过的蔬菜和肉，点了一个牛肉卷饼，吃着根本不像牛肉，整体味道不如街上的煎饼，皮蛋瘦肉粥就是一小碗粥加了一两块皮蛋，说好的瘦肉呢？？？简直无语！！,差评！！"
0,我的订单是两杯热的，其中一杯给的冰的，还放了很多冰块，不能喝凉的！！
0,一个半小时才送到太慢了
1,"OK,包装很好"
0,还行吧，一般般，量很少
1,配送大哥很热情，东西很好吃
0,送餐速度有些慢，餐品不错。
0,包子涼的，湯涼的⋯
0,一份米饭还能再少点吗？？？？？？百度服务没的说，5星
1,价格合适，面有些硬
0,味道跟餐厅吃差远了
0,"点的汤。,没有汤勺,。。。。。"
0,要双面煎熟的鸡蛋结果备注不管用。
1,九点多订的餐、等了两个多小时。速度太慢了。
1,哈哈，名字都够霸气～
0,第一，11点下单12点半送到，偏慢。快递一个劲儿道歉，让我有愧疚感。第二，卷饼味道不错，但是漏油啦，要的鱼香肉丝的，吃完才意识到送的手套是干啥用的。怪我。
1,快递小伙儿特别热情.很好！
1,这饭太给力，吃不完都
0,面整个是一坨，没法吃，差不多一个半小时送到
0,我要加的木耳没加……
1,配送时间稍微晚了几分钟，但没关系，送餐的叔叔人很好，卷饼用锡纸包装，同事还以为是韩国快餐店的紫菜包饭，饼皮很筋斗，香菇鸡肉的夹料也很足，盒饭里面菜少了一些，但味道还不错。一个中号卷饼配一个盒饭，我觉得正好，
0,送来的时候菜都凉了，在超时的临界点送来的，好好的热汤都变凉了
0,"让多加米没加,对我们的要求不关注,菜分量不足"
0,卷饼有点辣…倒是挺刺激的，蛮好吃～南瓜粥比较一般。送餐实在是慢！上一次就是因为慢取消了，这次还是超慢，而且也没有取餐送餐的状态，让人心里没底，希望改进吧！
1,还是特色的好吃！拿到还是烫的，很好，鸡翅也好吃
0,1送餐时间非常不准，不管是提前送还是迟送，2西红柿鸡蛋太咸，打死卖盐的了，3买炸酱面也不送汤了
0,两份套餐只给了一份小菜
1,送餐很快，大熱天，辛苦配送師傅了
0,非常的不好吃
0,东西不错。就是到店里找去了，饺子没有，换的肚丝巨少一两左右，说肉多给了。下次请说明换的有多少量。还有买了三次饺子都没有，既然没有就把图片撤了。
0,"包装不好,汤都洒到袋子里,东西都没发吃了"
0,太慢了！量太小太贵
1,"干净,满意,来了好多次了"
1,快递很及时，很方便很好
1,不错。锡纸包装
1,百度台太便了，大赞
0,蜗牛送餐速度，催了还挂电话！
1,味道不错，饺子馅大皮薄，一份饺子足够一人午餐量了，特别赞他家的饺子送餐盒，超棒，避免饺子粘一块，强烈赞一个！送碗饺汤更美！
0,太他妈慢了
0,可以改名叫全宇宙最慢卷饼了，10点57分下单，12点45分送达。。呵呵了。
0,很生气！我在备注上写着不要香菜！结果里面一大坨！套餐里的青菜一大坨香菜！气死我了！还让不让吃！
0,送餐员服务到位！
0,配送小哥辛苦了，之所以差评，是因为饭里居然有头发！！！受不了！！！
1,"师傅很辛苦,下雨还这么快送来"
0,"满50送的霸王鸡条没给配送,致电百度外卖客服未果！请速解决"
0,送的太慢，等了快3个小时
0,都说了不要辣，为什么还有辣？！
0,我10:33下单完成，送达时间是13:22！差11分钟就三个小时！宇宙速度！
0,饭菜本身味道不错，只是服务中的发票太欠缺，昨天订的235的饭只开了205的发票，今天订的99的饭只开了93。下次订餐我会备注补上差额的发票，请及时响应！
0,我等了一个半小时才送到，都快上课了根本没机会吃了，打电话想取消订单打了无数次都打不通！！！！
1,外卖哥最棒最棒最棒。。。。
1,大冷天的也真是辛苦送餐师傅了，谢谢您
0,并不是香草拿铁！？？？！
1,"非常好,辛苦送餐员"
1,原来一直用的百度糯米下单没评价功能，今天下了个专用客户端，把评价补上。这个确实不咋好吃
1,比在店里吃还便宜
0,泡在油里的菜，肥肠根本没有掏，还落了一个菜没送，是见过最差的店
1,"很好,很实惠"
0,五花肉泡菜饭里一片五花肉都没有，不知道是厨师忘了放了还是怎么着。太坑了！
1,还不错，就是稍微咸了点
0,口味比较淡，一般
1,好吃，评晚了。
1,买了一份拉面都没有餐具呀怎么吃
1,非常方便！很好！
0,之前都两盒，这次就给装一盒。还不多，差评。快递小哥辛苦
0,这家石锅吃过最难吃的了，首先是没辣酱，然后饭其实就是蒸米饭，不是石锅做好的！！味道太差！！价格还贵！！！不建议！！
0,我点了加的东西？肥牛？里脊什么的，2块钱就一片？好吧，这也没啥，好歹你筷子得给我吧？
0,什么破海鲜炒饭就放了几块鱿鱼绿豆鸡蛋很难吃一点味道都没有还29元
0,速度和态度比较好，可是菜一点味道跟店里吃的一点也不一样，很失望
0,"2个菜,等了1个半小时,饭菜都是温的,差评"
0,鱼送来凉了，有腥味，份量还少，没得吃
1,送餐太慢。。。，我觉得是太饿了，才感觉好吃。
1,又快又好！一如既往！！❤❤❤
0,7点20订的餐，预计8点5分左右送达。然后一直没来，我8点40了给客服打电话，客服帮催了，然后餐厅才给我来电话。东西多你早点通知可以吗？我不给客服打电话你们就不通知了？然后9点左右才送到。打电话还和我说送过去了不能不要什么的。你们丫有病吧
0,味道不敢恭维
0,"菜很便宜,也很实惠,个人认为以后不会再定了"
0,点的茴香猪肉送成了白菜猪肉的
1,超级好吃，由于上一单送餐员走错路还送了个小果盘，喜欢
0,送餐时间有点长，但是外送态度很好，知道晚了还先给我打了电话，菜品好吃，也是热的
0,东西要什么没什么，
0,好小一个。。。
1,不错，菜品选择再多一些就好了
0,"菜都送错了,辣牛肉变成了大酱汤,小菜也错了"
0,菜品有点凉，味道还可以
0,十一点40多时说15分钟后到，结构一直等到快一点。
0,一个小时才送到，面坨成个疙瘩，没法吃，扔了
1,送有很快，东西一般吧
0,有机菜花里有虫子
0,"我的套餐里的水呢水呢水呢…,不打算买了,上次就缺东西,这次还是！"
1,一个多小时…还好当初也不是抱着快点到的希望定的
0,送餐晚不说，打电话没回复，一点沟通都没有，差差差，绝不会再定
0,配送好慢啊，已经取消的订单还是给送了，生生的被订餐了
0,炒米线根本没熟，还是硬的，外卖人员态度特别差
1,好吃！速度快！
0,希望下次能准时，发票别忘给我
1,牛肉粉儿好吃好吃！
1,一级棒，味道和送餐速度都很好。
1,"挺好吃的,就是饼硬了点儿"
1,味道一般，但是服务和饭菜质量很好！
1,还不错，就是等的时间有点长了
0,要了一杯酸梅汤，来了撒了半杯在袋里
0,"大哥,吸管没有，番茄酱没有"
1,"快,香,赞,好,牛,棒"
1,速度好快！
0,太慢，太小，吃不饱。味道还行
0,小菜豆皮坏了
1,骑士精神~非常好！又快！！！
0,"很难吃,特别难吃"
0,备注了放辣椒结果也没放，煎饼口味很奇怪，是甜的
1,超级超级美味
0,西瓜汁都酸了，以后不会再买了
0,商务十点半左右定的餐，到下午两点了还没送到。打电话取消订单了，为什么是“订单已完成”而且没退钱？
0,提拉米苏很好。咖啡包装不严实，拿到后全洒了，杯底已经漏了。差爆了。
1,尖椒土豆丝盐放少了
0,"说好的肘子,结果是肥肉块儿"
0,比在店里吃差好多
1,"非常好,下次还来订"
0,订单在十一点就应该到的，现在都12点了还没有送到，我刚还不小心点错了，把订单确认了，还没有催单的电话，请问我的餐到哪了？
1,盐水鸭份量越来越少
1,"太好吃了这家,还干净,量也够,棒呆"
0,两个小时后送来的，鱼早冷了，简直腥哭
0,"真棒，,这速度，,送餐在疯狂奔跑中,跑了俩小时。"
0,差评！辣白菜五花肉石锅拌饭超级难吃！五花肉又硬又难吃，感觉不新鲜。以后再也不会吃这家店了
1,鱼香肉丝真的很不错，顺便提个建议，京酱肉丝能不能改成20
0,送的特别慢，还要自己去取，不好吃
0,非常难吃，鉴定完毕，不再从此家订餐了、
1,好吃挺快的
0,我要的是酸豆角肉末不是蒜薹肉末，里面几乎全是蒜薹
0,送的挺快，不过为什么没有以前好吃了呢
0,不仅送餐慢，还特难吃。红油抄手全是酱油汁，土豆饼三根土豆丝味道很差，总之太垃圾啦。以后不会再来。
0,韭菜没熟就送来了啊
0,"这个订单根本就没有送到,让我们等到1点多，信誉太差了，之前还一直在他家订饭。"
0,"做的不够精细,凑合吃吃也还好"
1,就是酱香鸡腿味，我说要吃辣一点也没给我加，关键送来是凉的，凉凉的，是一点点热都没有的，买了38的大份才吃饱，我是妹子。
0,为什么不是百度外卖配送？
1,够爽，好吃，一个人吃有点多
0,等了仨小时，，，外卖不靠谱。
0,首先这个面的量真的一般，再说我吃第一口这个，简直了，您是把油罐子掉我面里了么？然后这个煎饼跟您照的简直差别也太大了吧？而且我定的不是鸡丝凉面么？鸡丝呢？一根儿都没有，我是真服了。简直太让人失望最后这个送餐我7点50定的，您8点50送过来，饿得半死了好不容易送来了。刚吃第一口简直让人失望。并且大夏天往你嘴里糊满了油你觉得你舒服么？服了！
0,九点多顶的，预计11点送达，结果催单了11点才给送，12点半才送过来
1,南瓜粥没我送！送的太慢了
0,"炒饭不错,拌饭很难吃"
0,苦瓜太苦了
0,"味道还行，但是送餐太慢了！！！,饭菜全凉了"
1,服务态度不错，骑手辛苦啦~
0,"皮蛋排骨,送成皮蛋瘦肉"
0,"很一般,送到家凉了"
0,还行。就是有点凉了
1,很好吃，特别是很准时，量足味美，还会再买
0,菜品一直不错，但及时的送餐速度，也是好外卖的必要条件！
1,奶茶很好喝
0,送菜员，忘记带啤酒过来了，太马虎了，害的我老醋花生白点了!!!没见过这样的送餐的。
0,汤洒了一塑料袋。。。回锅肉味道一般
0,特别少，根本不够吃，而且到了都凉了，还贵
0,送来的很快。但是炖雪梨是冰凉，显然是冰箱里的，不是路上冻凉的。也没有给筷子。差评了。
1,支付宝最好用了，支持支付宝
0,送来时饭已经凉了，希望下次改进
0,送到了已经凉了...
1,送餐员服务很好，但商家把餐弄错了
0,"凉皮送来也不帮拌好,都成一坨了,难吃死了！差评"
1,好吃！量很足！送餐准时！
1,带脆饼的煎饼好吃
1,送货神速，多谢吕师傅
1,"煎饼好吃,外卖速度快"
0,我不赶时间，肠多烤一会就好了，吃着就像稍微加热一下撒了点料～面条量有点少哇，别家的盒大一些，没什么汤汁都塞的满当当的，这就才半盒，还好点了5个肠。。。
1,不错、白度快递小哥速度够快！饭品也OK
0,连双筷子都没有，明明点的葡萄汁结果送来的是酸梅汤，也真是无语了！
